3,900,1100,1230,200,1900,2030,200,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39905.8,46878.2,43598.7,19812.1,26116.5,42770.3,29266.3,29085.5,34129.6,36791.3,455.009,43170.6,26198.9,30505.6,14594.8,48983.2,23674.1,32435.1,32625.7,19948.5,36511.2,34261.7,48523.1,43083.4,30999.8,34603.4,31553.7,28607.7,20962.9,20334.5,31258.3,44830,34530.2,30502,19535.8,31175.8,25624.6,28081,26201.1,35528.6,30948.5,31094.9,42213.8,15487.9,42347.5,29488.7,20969.9,32918.6,42597.8,30607.8,29227.5,31532.3,4467.47,30557.1,25671.7,20057.3,32601.4,28999.7,31556.9,29264.7,38660.7,23131.4,39839,41612.8,43083.7,34138.7,26289.9,37447.2,29247.9,28748.6,30512.5,25094.9,31289.2,31576.2,53277.6,29225.1,28106.4,22806.8,28770.9,28814.4,45595.5,31533.2,31401.6,29798.1,31182.1,26159.5,31173.1,43130,42885.2,28712.1,30947.2,31536,19612.9,42129.3,32068.1,32708.9,30590.9,35354.7,23006
39905.8,0,11637.3,11393.7,26359.5,28742.4,3293.86,40037.3,63304.4,67431.9,3986.65,40228.4,10599.4,30439.5,28545.4,52204.5,22746.9,16963.6,16803.9,28677.6,44486.3,27804.9,66451.7,16332.5,10399.7,27319.2,23566.5,46231.8,25334.6,23580.2,25400.2,28470.1,27267.8,22778,20596.7,43962.3,28490.8,25052,47995.1,40232.6,20789.1,28319.5,27395.9,11014.6,38848.9,10564.6,63702.5,57384.9,28826.7,39854.1,18371.4,24337.8,27818.9,43926.3,27506.1,42471,43743.5,28659.7,63273,27694.8,63475.2,66268,17339.1,66400.8,69515.6,3609.05,23485.6,39529.6,53335,63359.8,22477.5,60741.4,64815.6,28247.1,27719,22109,63459.7,48061.8,60454,22443.1,22476.3,13363.7,27913.3,27711.1,27181.5,28293.7,40218,28653.4,10493.3,10260.5,22557.8,28318.4,27809.9,44221.2,57443.8,34602.9,8080.08,28026.3,27560.3,28950.5
46878.2,11637.3,0,3819.18,29659.1,28991.7,12113.8,39186.3,66434.1,69996.2,11871.5,47261.7,3911.65,30512.4,27047.4,57325.8,12619.7,23277.1,16513.1,26306.9,46710.8,23803.4,68669.2,5078.12,3939.6,25686.4,20557.8,57440.1,24958.1,27298.9,28759.3,26667.6,19640.2,19878.4,20234.9,46255.1,26721.3,26077.2,48308.2,40338.5,17586.3,26651.2,25717.8,21614.5,42029.9,4789.46,66807.6,61702.1,26333.1,34678.2,18655,23831.3,25932.4,50401.9,26048.4,42893.4,45873.5,26299.4,66424.8,25804.2,66592.1,66972.9,23862.4,66766.3,70110.7,12130.9,20714.7,39567.9,64641.7,66446.8,33861.3,62679.2,70853.1,26441.6,25819.1,10563.5,66586.4,48376.3,65144.9,33828.4,33866,3420.35,26021.8,25885,26070.1,26530.4,40335.7,26878.3,3918.9,4113.67,33939.5,26650.7,25922.3,46515,55219.1,32517.8,18817.4,26521.5,24053.9,30391.2
43598.7,11393.7,3819.18,0,25979.4,25172.6,12868.6,35417.5,62648.3,66188.4,10326.1,43992.4,800.082,26695.3,23275.7,53713.8,11369.2,20174.5,12720.8,22596.1,42907.5,20270.3,64854.4,5589.09,998.89,21915.8,16855.1,55804.4,21140.6,23686.5,25093.1,22913.5,17007.7,16156.8,16417.8,42454.5,22965.1,22274.4,44502.7,36531.3,13862.7,22887.9,21950.1,22196.3,38281.5,1302.74,63020.5,57999.6,22634,31473.7,14866.7,20013.9,22179.8,47010.8,22269.6,39080.9,42068.1,22587.5,62640,22051.2,62805.7,63167.2,20787.7,62971.8,66309.7,12980.3,16990.8,35761.6,63089.1,62659.1,32568.4,58861.9,67333.4,22686.3,22066.8,11400.5,62800.4,44570.9,61471.5,32537.6,32580.2,2293.46,22270.2,22128,22274.7,22772.7,36528.1,23123.4,904.949,1162.83,32643.1,22887.4,22169.8,42714.1,51606.5,28817.5,17386,22747.6,20450.9,26589.1
19812.1,26359.5,29659.1,25979.4,0,7589.89,29642.4,16774.7,37188.5,41145.3,22459.8,20260.7,25752.5,8563.35,11539.7,27802.8,29495.9,10523.1,13553.3,13542.2,18134.5,17024.6,40106.6,30168.1,25719.5,11679.4,14794.5,43781,8942.99,2813.42,960.607,12216.7,25032.6,14720.9,10892.1,17606.6,12145.8,5877.99,22511,15556.4,15825.6,11885.9,11788.1,33291.2,12610.7,24876.7,37577.6,32047.8,13851.5,25413.8,11483.4,9453.83,12304.3,22228.8,11301,17213,17406.5,13515.2,37166.6,12298,37354.5,40160.6,10544.5,40447.6,43425.9,29961.8,14329.2,15033.2,50899.9,37226.2,28410.1,34383,41654.4,12184.6,12322,34302,37343.1,22573.5,35492.6,28407.2,28468.1,27630.9,12328.2,12154.5,10492.4,12097,15528.7,12189.7,25741.2,25547.8,28430.8,11884.4,12305.6,17864.9,34279.4,15287.6,22055.8,11469.4,15884.8,4996.36
26116.5,28742.4,28991.7,25172.6,7589.89,0,31990.7,11366.3,37899.9,41163.3,24767,26571.4,25180.4,1701.29,4397.12,31257.7,25649.3,15879.6,12705.9,6521.09,18043.1,10574,39744.7,28203.5,25206.8,5091.54,9971.16,51369.4,4076.76,8914.22,7777.92,5157.95,19470.8,10280.6,8798.16,17644.6,5073.61,3836.54,19525.2,11596.2,12209.7,4859.38,5165.89,37378.1,14610.9,24326.7,38253.8,34310.3,6808.86,17823.9,10699.5,5193.78,5513.76,27739.7,4608.72,14018.7,17175.2,6497.68,37903.8,5560.73,38048.1,38129.4,16159.6,38056.5,41316.7,32289.2,9578.41,10861.1,58488.5,37887.4,35128.2,33722,45455.3,5209.32,5575.49,31268.1,38048.3,19593.1,38057.1,35121.1,35182.1,26305.7,5499.07,5402.37,3971.76,5096.72,11586.1,5061.8,25200.6,25077.5,35157.7,4858.2,5518.94,17896.3,29053.3,7875.99,26374.8,4537.55,9428.75,3113.77
